Cliente,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
10016608,0.8058642582067972,0.8063428588757977,0.8008050193624134,0.7966536935350248,0.8045880616477206,0.8021235609958567,0.8021927065436152,0.7999549448201708,0.8086217006125873,0.8137787146322263,0.8194054229603737,0.8228031171569697,0.8150419661309105,0.7749501767314183,0.7769880669445834,0.7869103511253961,0.7882808634217322,0.7859355942965873,0.7899132165240368,0.7883020730053543,0.788397208583121,0.7904918871632263,0.7879314613192678,0.7865139607216597,0.7773519038115579,0.7754920557618123,0.7805798113189567,0.7829055109030698,0.7804363926870821,0.7444924835834552,0.7534681002070487,0.7700325766396414,0.770234413459556,0.771499828432844,0.7715014786488518,0.777324187725486,0.7704884489272206,0.7731765643749283,0.7734061265412338,0.7842890913471368,0.7900563887322103,0.7879289245244462,0.7949281337799137,0.8038629624699665,0.8104451054669494,0.7785483107635369,0.7998878917462893,0.807558583269119
10020880,0.8249270341006643,0.8252733455027459,0.8242380781119982,0.8227866433555395,0.8236371955813606,0.8214613049292155,0.8195521847991734,0.8189311652363145,0.8212447647630067,0.8199897438337214,0.8176176059294589,0.8175032995844682,0.8187834778157037,0.8182469057587206,0.8148011934331973,0.8136309796348542,0.8168228485680833,0.8209732151763779,0.828435099181716,0.8456178922706941,0.8554447473494151,0.8624717621312352,0.8699084957582361,0.8713107291910914,0.8776874157485587,0.8791639327806999,0.8785160657936132,0.878358742000497,0.876242649376325,0.8727309170596611,0.8732015028366507,0.8728627153921611,0.8669068714836745,0.86592961903358,0.8632604202834726,0.856301141297416,0.8511361887892607,0.8443785920681338,0.8404405932953525,0.8366622915098105,0.8352711493110279,0.8332962467952909,0.8306146678096448,0.8310556097964403,0.8292958664184713,0.8282023143832207,0.8279117221454013,0.8254741693964629
10026628,0.6341078888944096,0.6114011236067747,0.5937092681856257,0.5788597855473205,0.5666921088301509,0.5835918239051187,0.6073589040591398,0.6179142209286648,0.6146695421102772,0.6105896813509539,0.6037779331279352,0.5867163971574885,0.5763088699294308,0.585687198852578,0.5950966257060522,0.5470879959557571,0.608081439834778,0.6401376514287891,0.6309693226255303,0.6154092688935969,0.619131267188842,0.6169403284514379,0.6157144891969566,0.6176349291791678,0.6194941623574075,0.6137452717731653,0.5926020730183157,0.5845667824494285,0.5697201486283106,0.5786957776192514,0.5961464344767754,0.6030997995556626,0.6182687340809575,0.6187605177116411,0.6329513487581548,0.6407594377972261,0.6521729151992357,0.6549153276491699,0.6436798006672984,0.5739137964894304,0.5975953884292229,0.611690180282781,0.6169942260461212,0.625554890047934,0.6247419351700643,0.6191411391681672,0.6086256296147315,0.6175385250974522
10031377,0.443727091430302,0.3599958616665631,0.3628759982552848,0.3648819283206602,0.3729600386457747,0.3714508123305557,0.3854575813095944,0.3881722358733732,0.3893645895742212,0.383641015882434,0.3786155221175291,0.3853463826652856,0.3719660371181598,0.348993007365158,0.3732987391055523,0.3940485245992238,0.4029818936684519,0.4042074537332111,0.4058711690290056,0.4102686824882304,0.3917856192649421,0.3745334720313035,0.3750585169506595,0.3778970458545017,0.3825070948742648,0.3697404647802101,0.3648989688703831,0.3721394106383732,0.3689211374891632,0.3679730825765757,0.3704615074409663,0.3798446972981198,0.3739650532108292,0.368611809183288,0.3654874393099388,0.3592714277420134,0.3495677845983404,0.3472230505097394,0.3367741060057748,0.3355410222420811,0.3539825771013847,0.3627547123326496,0.3839873275162745,0.3955166777054226,0.3921299882470263,0.384858594853434,0.4257169090911591,0.4470669168346578
10033889,0.1552737470897547,0.1488993854145457,0.1400782488373009,0.1552216579406564,0.1787477991027955,0.1714024391880546,0.1799311850770091,0.1929085633783303,0.2039486839983671,0.2235305949283667,0.2423365734976511,0.247898362411965,0.2287647668377395,0.2070103735660873,0.1864126335050378,0.1717450228447631,0.1692962590189296,0.1780392781099717,0.1701713310392478,0.1730244622162592,0.1746773207824493,0.1930614184452366,0.2117918241170569,0.2231697120916494,0.2310541253689068,0.229718374408844,0.2451432831172783,0.2305101688612444,0.2206139791574414,0.2187468550800854,0.240915905104529,0.325541832919999,0.3332240331733499,0.337915613731237,0.3303737704853812,0.3100227245679763,0.2951689409428188,0.2729054900065479,0.2484646754778237,0.2256075730748293,0.2095871762246362,0.1986743069262776,0.186588854255541,0.1738456477433926,0.1690856162272564,0.1542315748350249,0.1504837211910339,0.1581812887209454
10045196,0.3258487073633089,0.3227395001522353,0.3210120384837208,0.3196123876460689,0.3231066458468621,0.3229748983270206,0.3213644075101209,0.3302769845218958,0.3422029476875381,0.3447793125963566,0.3396736808151236,0.339376135721713,0.3322206614758495,0.2724922514846883,0.1631222745379776,0.1617168119332721,0.1641022658999324,0.1936515535190398,0.2593128155438354,0.2603242718833179,0.2606524013105588,0.2574735619856174,0.2541354434334715,0.275225739379005,0.3260435070964472,0.4054739218592669,0.4193057549524293,0.39069809185352,0.3182853434839145,0.2869389971271742,0.319514891978671,0.3456870320681132,0.3594664534442753,0.3736458146904697,0.3721831755536765,0.3518183178911898,0.344742888025194,0.459020569289321,0.6175461404861289,0.5761842391206868,0.5222613588999258,0.4628487905746411,0.3731217624750282,0.3458154158071569,0.3358302693988733,0.3312090018277585,0.3253775308788907,0.3251989906643386
10046274,0.4428460018651411,0.417971321759916,0.4111844643818897,0.4111596968985908,0.4120655620893282,0.4123240370951734,0.4052421350828461,0.4032337535729858,0.4080257817071822,0.4055281582167131,0.4053802223550106,0.3995041892684515,0.39612151650805,0.4120273216348235,0.420772076740811,0.4110455927270867,0.4030082716816399,0.4044571522752609,0.3987868010059676,0.3971174750524499,0.3957236786774246,0.392538972874715,0.3910533367158805,0.3894477180918924,0.3877288440631369,0.3837736979584362,0.3798383696313063,0.3892554914998296,0.3881163863029921,0.3833384943976179,0.3884885904133868,0.4040439284094054,0.4083709278050185,0.4142962150108999,0.4211125736458926,0.4207990036378448,0.4243761712885506,0.2902836186023999,0.2872438699425865,0.308729191067387,0.316707269829068,0.3175160995590223,0.3133507328744617,0.3120063393727016,0.3058325027196852,0.2891108333842748,0.4887853558472427,0.4521848541988013
10048266,0.3389478033152411,0.2905041937004998,0.2816999550351483,0.2799007816547078,0.2744446418685601,0.2323285407157831,0.2177326522802832,0.2149922738476303,0.2128491426053222,0.2114507961458329,0.2092726200380223,0.2238350011493475,0.2359384213663792,0.231830552907188,0.2749891035354911,0.4034308885438311,0.5490376471232734,0.5906841841163724,0.6021888392578628,0.5948312239658216,0.58546643066818,0.6225394647592748,0.6461210763349574,0.66720855238394,0.681675594296737,0.6224572726822448,0.5405989372323345,0.6303550235842632,0.6873387348824245,0.6930543671083111,0.6871590994744237,0.6992760352160952,0.6794689370699767,0.6707930849861956,0.6594467276046081,0.6377195274996544,0.5881665670171701,0.5397838386231613,0.5140598262459521,0.4818959696215282,0.4489353653649914,0.4312037218963737,0.4015875863859498,0.3885656994339711,0.382547437274825,0.3726480538214597,0.3595634785618173,0.3482461584041627
10049877,0.0791030864040224,0.0767270144179926,0.0759811833727173,0.0757429552021933,0.0772185570517808,0.0770077162530122,0.0769541046152017,0.0760645395179195,0.0746822359346497,0.0758468226453625,0.0727758382670738,0.0725751867110418,0.070314105873161,0.0699197566392846,0.0887636864607109,0.2001003980470615,0.2856781394783464,0.2913846256338299,0.2953533020760923,0.2995464299386989,0.3116090100601625,0.2535140494754461,0.2019771968787142,0.2607367155098441,0.3087181807382506,0.3115011950180075,0.3099189715446785,0.310004080265068,0.3077715928642374,0.2461018813268279,0.194855389489947,0.2553610769165541,0.3039597860180514,0.3024131878079322,0.2998960301569352,0.2409047686966857,0.167383991105937,0.1333764626448911,0.1105143171579464,0.1055238232359083,0.1048903060564093,0.1024683857050099,0.0960103119233579,0.0920717524915571,0.0876941254827573,0.0858326661655033,0.080756408504666,0.0808537416774868
10055028,0.6298359329651083,0.6384755037726662,0.6029387856338516,0.6017623075996393,0.5966494888631828,0.6029734495115746,0.6005400157423411,0.5947574470271251,0.5896913855755146,0.5843696889094805,0.5753206106171986,0.5746951991833109,0.5698241918299299,0.5488953198695231,0.4838535810266644,0.4450552915247102,0.4277913424048415,0.4552240009904786,0.4615986483446266,0.467528972253395,0.4796109642876416,0.4845993007036204,0.4974720262100041,0.5013394302964294,0.5027932668541366,0.5121376185247277,0.5218498503684702,0.5149230817727792,0.5276706167052215,0.5445081039877406,0.552543113987213,0.5645311229800472,0.5665869709749933,0.5727643967976048,0.5764508987704756,0.5835928363509141,0.5856161449323094,0.5790533216001902,0.5264451650058101,0.5145603205930901,0.545838054019863,0.5830873299085215,0.6080242274646139,0.6173418921959457,0.6245247024985865,0.6285695719077169,0.6308212741893819,0.6291881539048538
