Nombre,CIIU,CODIGOCLIE,Fecha,Max_potencia_ap,Min_potencia_ap,00:00,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
MOLPACK ECUADOR ECUAMOLPACK S.A.,C1702.02,10016608,0000-00-00,0.2750878586924548,0.0,0.8139174091048373,0.8140282081759089,0.8066058404015702,0.8079497219532814,0.8026332892176313,0.8015992021018428,0.809342623063973,0.8095555730075739,0.8071977038246035,0.805693521876328,0.8048241636081174,0.8126968163102206,0.8057763065271007,0.8062713237101535,0.8115821681601194,0.8247822686652546,0.8183265610501308,0.8305503571601784,0.8319667426741911,0.8335764944008434,0.8356098032087467,0.8400245368860179,0.8323105325702373,0.8213124900303141,0.8039996507665095,0.7743071271363873,0.7869284931842108,0.8016275965994195,0.8055666540264612,0.8132926257170486,0.8166605802400566,0.8148169809818144,0.8147806763921251,0.819616913468725,0.8166904032337856,0.813844848555729,0.8005156049953818,0.7961399452437318,0.7941268007724571,0.7932352923639833,0.7948728269523693,0.8052207745075638,0.8064674355481436,0.8040986472813145,0.8036892033331932,0.7902132202506846,0.7906367333829383,0.7950605616674251,0.8063987843723278,0.8089602917244927,0.8212349009270591,0.818807725258246,0.8144754280447998,0.8185541366016641,0.8116257131740076,0.807439330721061,0.7749513252065869,0.7556477084903727,0.7712820431390989,0.7836601900120024,0.7958308623803222,0.790485034765327,0.788608400505552,0.7873728244552342,0.7928518523892767,0.7915280469744485,0.7861219807981525,0.7935048408397566,0.786065594075338,0.7873245090362183,0.780848763591036,0.7941610119471224,0.8022105005995384,0.78850405157135,0.7947728137640585,0.797705388297582,0.7961146988627769,0.7995690800524999,0.802107683285756,0.8058438193014984,0.8015814797585953,0.8055056506378501,0.8099537134556533,0.8221096512530018,0.8226762649537677,0.8269374187927893,0.8353703765626787,0.823852046101272,0.8027759177037006,0.7910091641997331,0.8178960895130964,0.812760890056168,0.8240828708933118,0.8162690382866908,0.8144246400591807,0.8198745063918647
CIRION TECHNOLOGIES ECUADOR S.A.,J6190.02,10020880,0000-00-00,0.3523984392700967,0.0010295630140987,0.8244179779150366,0.8275565038589205,0.8250962214030446,0.8257445988972222,0.8242053474354603,0.8245315631284327,0.8244753318526897,0.8247760251462336,0.8221309533516376,0.8241443905493904,0.8213188493969028,0.8202770475841938,0.8210837591884707,0.8197240694184685,0.8188228276986663,0.8261409992482439,0.8214518828073385,0.821073218323524,0.8186795470978905,0.8193647047753675,0.8181609098773287,0.8190031317371336,0.819763794166065,0.8205781855474884,0.8193951784498797,0.8195415301768969,0.8138895426019842,0.8173211275230357,0.8119104284577043,0.8151227694882853,0.8156313865621727,0.8185586632788976,0.8190796009278217,0.824352862426594,0.8256576392933718,0.8337906910306969,0.8429519518722922,0.8533329055954277,0.8559595476928661,0.8604329707409497,0.8648083280578172,0.8673513228438833,0.8717332747126072,0.8717890876277206,0.8717935732657656,0.8733101863516081,0.8770851761973801,0.8830476022092243,0.8816646906172098,0.8827340605732317,0.8819844502355032,0.8819696339760416,0.8808207249888166,0.8822561232929472,0.8809236139695007,0.8777009162979148,0.877425156482092,0.8761413011801946,0.8750914348331642,0.8762328684828511,0.8762806735620896,0.8748870009056812,0.8703289690317848,0.8677311519036696,0.8702275183753722,0.8691066727095947,0.8654587549292074,0.8646636385267362,0.8590917272970277,0.8587014672170721,0.8554339822165351,0.8529416225952172,0.8480112179850201,0.846825047885704,0.844125652851085,0.841124979170776,0.838350742469965,0.8385410696059495,0.8381782970187095,0.8370451702280958,0.8334495286652943,0.8366407882147383,0.8329261889795502,0.8320194883153236,0.8319314351260002,0.832635743803564,0.8298779127795208,0.8316399207430997,0.8303208146878407,0.8291292628043702,0.8289475867467055,0.8291960158769432,0.8262375147127159,0.8279326008572163,0.8264263790140569,0.8256816238959885
RECIPLAST C.A.,E3811.00,10026628,0000-00-00,0.835514194972174,0.0047,0.6177165432089667,0.6072197931082525,0.5896679697256205,0.5924058610284455,0.5877709337154341,0.5759157873711434,0.5715156866112298,0.5783374373613509,0.5870213996304728,0.6020878475291821,0.6129889295499394,0.6158206785953281,0.6173778647033591,0.6193927514701868,0.6157834225430874,0.6182604907006432,0.61898034228764,0.6132162379509017,0.6058632594044279,0.5996801158882262,0.5883469991746951,0.5821820820077203,0.5778169702947863,0.5766620488362243,0.5739889376331069,0.5966472567552441,0.6013674295750574,0.5937388627669319,0.5714773142919184,0.5270328264285284,0.5924526379472487,0.6323194398946028,0.6370129592303077,0.6320427827797631,0.6278253878381276,0.6229356647417718,0.6151914131492082,0.6158301778840258,0.6121317681800572,0.6147886654992164,0.6175101773197643,0.6162009870998513,0.6114319768174695,0.6069990348655186,0.6104546060560333,0.6173361966970028,0.6123072763862548,0.6232133996461665,0.6244163057413087,0.6037103206715727,0.6032901471055783,0.6038167146412831,0.6064737590317486,0.5983144064448022,0.594390471541789,0.5888765017935222,0.5955488654141033,0.605535771563105,0.6116618023478301,0.6135005168586888,0.619813076297621,0.6253936586609022,0.6266298591342935,0.633119722489678,0.6343539879850814,0.63793998051062,0.6473701385254731,0.6564351237291831,0.6576448598846671,0.6477231991961212,0.664982436557095,0.6689450460257712,0.678307754256168,0.6729821558454776,0.6771894804817601,0.6703537686970701,0.6362730481413735,0.5619905904316963,0.6221884491328399,0.634267109926825,0.6468826478507815,0.6437310777439534,0.6415811640692005,0.6443853690889709,0.6410251310754672,0.6429215255074169,0.6426581657073689,0.6378954884156852,0.6354510069207878,0.6338082103432358,0.626657774085661,0.6108871251525355,0.6147948178698458,0.6284566989922272,0.6408116430818739,0.646614256593552
PQA PRODUCTORES QUIMICOS ECUATORIANOS S.A.,G4669.21,10031377,0000-00-00,0.5230541176589665,0.0,0.25662654018759623,0.25563042769509403,0.24803883928705708,0.2522662864338405,0.2629482073246679,0.2630417654372654,0.2615920871525905,0.2634889102432341,0.2625988137567212,0.2641412364583632,0.26102218079702144,0.2621981157445118,0.2655733844692016,0.27008846174500845,0.27041015690158465,0.26994523191453984,0.2639573733839213,0.2607781596734693,0.2575984180029928,0.2586923575805245,0.26318763192555017,0.26102501736013894,0.25946354049672277,0.2557967135936333,0.24955632077810413,0.24637130756370026,0.256590466071104,0.2539747439304037,0.25974825606833374,0.26471049385795287,0.27327884128189905,0.27425502503741517,0.27443667953650946,0.27389985129230254,0.2879607585438023,0.29025431027274035,0.29535454747158657,0.29763781666747446,0.2966379243403043,0.30054601531376945,0.3125179596618242,0.3155440436310336,0.31726009198570015,0.3227788951166054,0.32058835103137856,0.32348460643211174,0.33070943875540154,0.3243761563970138,0.3222496156041771,0.3208019523058787,0.3198296077942943,0.326088822899599,0.32533398637709654,0.3196215018882772,0.31618513447030905,0.313391208023335,0.3082285569161282,0.3175988616286065,0.3200879958765855,0.32942694779737625,0.3338775165177967,0.3446352756181353,0.346405943941253,0.3438459737248592,0.3383499628853817,0.3354073486094642,0.33230568536978045,0.3217878818054807,0.318992079384693,0.31443069675316543,0.3132461719282866,0.3123596310890593,0.3132379663476839,0.30570907750955434,0.3060886766572933,0.30954215586988443,0.30741807950863487,0.3102089331703539,0.3056892610071445,0.29616809617208056,0.29545743624586573,0.3002305256795797,0.30168465717905757,0.3091537399940079,0.31396894326435426,0.31546128052416134,0.30740837541898625,0.2974100110528325,0.2884093622794137,0.2995195015687542,0.3130681116813665,0.3131041494416684,0.3214515218792957,0.3257614981429698,0.3250615645620325,0.32273174659476067
Desconocido,Desconocido,10033889,0000-00-00,1.5771234384156492,0.0066007575322836,0.1417784875315014,0.14541840332721578,0.1376825977912104,0.1398450745668501,0.14881490253862958,0.16760286592313692,0.17846233486328947,0.18446340177472276,0.17710538866814618,0.17033257834936302,0.17816854084559652,0.18335243980268312,0.1914080472168863,0.1896736854120139,0.2013419733021713,0.2085054227323828,0.21064764320383148,0.22869695015703798,0.2286957355721324,0.24115330371279364,0.24273501107168075,0.23344254930661945,0.2241915755677196,0.22025391626448723,0.20680055770483186,0.19409127587042482,0.18632430346811232,0.17505504231911598,0.16503818447415478,0.15779331158721685,0.1543861507802315,0.16407918068081404,0.1704273585850485,0.17188342286126881,0.16431609537320732,0.16036514113361425,0.16369271791201503,0.16396286330129917,0.16781805233143207,0.16735472433399934,0.17754304666996445,0.19143771516715566,0.19774154673076372,0.21042093139623771,0.2090943422420469,0.22529377495679614,0.22240527789581885,0.2324346806100898,0.2195766754316574,0.23614000257780673,0.23840845751502424,0.24553622726519544,0.23425213912584444,0.22178329490004298,0.21865805450397469,0.21527629036923465,0.21600977450950754,0.21826727995192508,0.23090263880430126,0.25782262202828965,0.3315649547279816,0.34576831233145205,0.35134040198216065,0.3434516868052972,0.34286552829219397,0.3412044043579116,0.33304261102106447,0.33364550950995087,0.31468523420145705,0.3058256423627848,0.2972771041525012,0.2908285547305857,0.27419504708349396,0.26124621559426026,0.25068344416967203,0.23621535802628468,0.22597612950536486,0.21915567735349287,0.21249116531728315,0.2031665473812352,0.19971536580112906,0.19520270287813993,0.189675375671938,0.1855356735131336,0.17398212874547045,0.16914789284190923,0.16773937081178603,0.15265467396187113,0.1474469201880242,0.13979139464294135,0.1385755810107975,0.15112396270409184,0.14787283593969702,0.16044163789993562,0.15404656477606182,0.15196099010964256
ACESCO ECUADOR S.A.,C2410.25,10045196,0000-00-00,0.0497240384522415,0.0072,0.3323640366716496,0.3334415005251148,0.33166006555406546,0.3284175102662279,0.3282575533421454,0.3300859548825739,0.3328303658654886,0.33343735439781824,0.33225019767022484,0.33374286317351914,0.330856130814304,0.32994892562318784,0.33535257010074493,0.34443007742794574,0.3523276047018615,0.35048426603989674,0.3518429733278656,0.35320573522172777,0.3484793393533014,0.34594314421934197,0.34743576221663935,0.3444737875532429,0.34514813930819427,0.3333709497874303,0.32693422312792625,0.2355608549140434,0.17262276784247702,0.1736800857534137,0.1710258371610202,0.1729320755363683,0.1751727406467841,0.17276913044537495,0.18045396350231796,0.22109990685476044,0.2613410792817653,0.2714897840914034,0.2674037223801858,0.2659622668786872,0.2673372531601298,0.27114290418716797,0.26807061666941945,0.2619325967053768,0.2536815492221918,0.26690944099467295,0.2770265228160327,0.284591686687688,0.30370503114818126,0.3598219044202435,0.4039464484578474,0.420805670855495,0.42865856724820167,0.4251821697159353,0.4074948902938791,0.3881829712712155,0.3575034378596598,0.29166830506524466,0.2834483765846282,0.3012699268967152,0.3185927444842767,0.3339513755020986,0.3474551382322838,0.35625822860472506,0.35897121335035187,0.3732208252925251,0.3763070680876252,0.37984721444101294,0.37774970042400163,0.36921137781865976,0.3636767998473862,0.3371603915059703,0.33383891199588883,0.35448144549051275,0.39361790894193177,0.5247131529686079,0.6226305310261584,0.6273237974280751,0.603328255598,0.5535882346711464,0.5296736016722602,0.5046377452802088,0.49002289724905784,0.4356949960428978,0.39050804715337956,0.3726689854329943,0.35462033011217975,0.3509666328725055,0.3446992051304771,0.34581807499861217,0.34149698724614064,0.3416045481177176,0.3358339529873004,0.3360819080010112,0.33708451702481845,0.33420073198443384,0.33821113303490963,0.3342437859988693
F.V - AREA ANDINA S.A. ,G4752.06,10046274,0000-00-00,0.6823733289043469,0.009314504817756,0.42761767318418126,0.4190796694631222,0.4139286239806471,0.4178456986612357,0.4096149095663297,0.4243815882267377,0.417551245710234,0.41851519712170293,0.4208074249126481,0.41838973053059775,0.40991099677825554,0.4131049658888459,0.40208117178987485,0.4162437050801336,0.4100826967541278,0.4186118846787153,0.41380228192422924,0.40997257314813645,0.40955248030924996,0.41176318638908593,0.4040898405405772,0.4069991191771321,0.3986891436678347,0.4051363269971743,0.4149759032476907,0.42181793481071755,0.42692494026801453,0.42564704335625947,0.41915973194625344,0.41315929607828905,0.4194583618487754,0.40178956499459156,0.4056861487784964,0.4166423661769082,0.4074412961372577,0.4018523648921944,0.40178873731648507,0.3996354602156236,0.39865088089167033,0.40164453999798777,0.39865783723753434,0.3929724120112962,0.3978243819393213,0.3865415760932725,0.38847342014800784,0.39228853155093457,0.3847091696256569,0.3878672693332885,0.3884069098765632,0.37528491177051804,0.3932221051865599,0.3860135798798052,0.39477452829383197,0.39438032192988054,0.39322721877366656,0.3884544614440523,0.39668287900993443,0.3758023559438659,0.38912783787762056,0.3926874269325664,0.3996911013238506,0.41083121664317646,0.40361473818660015,0.4134119277688857,0.41502637383014895,0.4147190415436727,0.42188213241047084,0.4207477689396162,0.418580471821267,0.42183684105713676,0.4279399916254757,0.42108351413317974,0.3157827018676641,0.266199549819601,0.29247306141828955,0.2840286404774048,0.3191943198771838,0.30003669624543255,0.3273734474833768,0.30619149687059805,0.33359427846532974,0.30207942856685044,0.32548304952030976,0.3004531445416188,0.3243174002314561,0.29796750112043,0.3193161887633837,0.2915590368851375,0.310150774726221,0.2685308638967818,0.530668483287385,0.4643899789245587,0.4611448474342904,0.45263782868595004,0.454297272661603,0.44133614235652263
Desconocido,Desconocido,10048266,0000-00-00,0.664337640059631,0.0,0.2930552619721545,0.28183472189191494,0.2783963894379493,0.275911702158084,0.276346764998507,0.274344919666708,0.2742607735237976,0.2687417766274151,0.24362457448103222,0.22428036544919908,0.22214731091911627,0.221342599915485,0.2191789640815194,0.21861911288520902,0.21745867327646126,0.21692026527355163,0.2164471899019823,0.21632978187780108,0.2149518600177217,0.21343750891698124,0.2162180906031483,0.24160737045516462,0.24074719226302546,0.23846613925695315,0.23333600184175596,0.23658046447163456,0.26049346107523697,0.29652724448076245,0.3572970439121167,0.4615438101557872,0.533546203906053,0.5680408367796176,0.5876920897548594,0.6024532403016338,0.6061736480457912,0.6122394681767271,0.613229365474354,0.5918515068381842,0.5830988269104171,0.6096310407983818,0.6290997368294099,0.6315446499743019,0.6451755257686833,0.6577743242219826,0.6666726169716551,0.6784672683611422,0.6835089320131833,0.6868804561574721,0.6648804998693236,0.5917690275922257,0.5446891094520261,0.5562053136572813,0.6192596773593817,0.6704980625696002,0.694578051393964,0.7043621729651116,0.7076604655155598,0.7002867995940742,0.6976678419214578,0.6951670887373489,0.703754007599003,0.7047527411253454,0.6893762571991318,0.6755471427464624,0.6729006049159395,0.6780855286908172,0.6752474226925576,0.6640574843431418,0.6490613441437707,0.637325255844075,0.6072107662038495,0.5743664518249003,0.5585975276607997,0.5367475620006531,0.525700358259421,0.5129449635802596,0.489266643352886,0.46631969174384896,0.445191563970304,0.44048130924874607,0.4293244242794738,0.41460768816342697,0.4021146852158771,0.39034365281402084,0.38615617952758974,0.3838515239017468,0.379204356768893,0.37270213821177156,0.36693684026856277,0.35972191879579857,0.3533475742027763,0.3459238240228857,0.340215703992341,0.3332816802794945,0.3297173304422323,0.3216901633130667
TEJIDOS PINTEX SA,C1392.01,10049877,0000-00-00,0.0132,0.0008,0.07809194730731485,0.0765481522406594,0.07733039306470085,0.07608289745703029,0.07799322344426747,0.07504795256200494,0.08006116805737445,0.07596233875365913,0.07582143182509356,0.07924643412876699,0.07700531021746482,0.07759435354395114,0.07689027362313874,0.07636655954379654,0.07438161319611371,0.07543901511631347,0.07532443065971814,0.07689296295040006,0.07387938016261185,0.0731968012140388,0.07162001649781809,0.07385975328128787,0.0701115089081054,0.07146059253741786,0.06977755648859062,0.06969477049950511,0.08031350966640163,0.10164107702744857,0.14300597150624914,0.27610287506764747,0.297850516093388,0.3042420930852135,0.3083664942522014,0.3062714368719409,0.30695713873740615,0.3093054147099359,0.3100128688917022,0.31438230476656864,0.3229911567489478,0.32344254554380175,0.3131834798924123,0.20968702764503275,0.20665641398799284,0.2053996026538173,0.21706807434675873,0.3162298733964726,0.3173909647146314,0.3169804923679108,0.3190684213520152,0.31703462234544627,0.3160253224416779,0.3163634183720566,0.31753341737886287,0.31421412339541144,0.3135274903466991,0.3145009059089038,0.299816382574319,0.2019551507277168,0.20131437336554767,0.198907513773016,0.21133514937429218,0.3124251101011156,0.31149292420617947,0.313501771270146,0.31285817603195526,0.30925407511635805,0.3124610340262101,0.312914440514921,0.3029575475039979,0.19892952508728304,0.18529372333724256,0.16288490879450485,0.1447680863582095,0.1295057945007372,0.11388419925380146,0.10995223787036697,0.1081730590920748,0.10798564500578234,0.10672926765461413,0.10686884245852496,0.1047702429948732,0.10521985535441489,0.09989143947699959,0.0965652444989478,0.0945849841999744,0.09374721317400793,0.08862748717608503,0.08982794960254892,0.08738581468462382,0.08656944213428108,0.0817218411457239,0.08104719221432857,0.08201315970564056,0.08153528073323882,0.0788430524605461,0.08039226976825276
COMPA├æIA ECUATORIANA DE RECICLAJE S.A. . ERC,G4669.30,10055028,0000-00-00,1.3564048068331225,0.0,0.6151725569716013,0.6121236758766786,0.6038732619637904,0.6034336227563506,0.5974462469007537,0.5964470794740231,0.5976828964486317,0.5931708351633269,0.6033374882490717,0.6031424541342603,0.5998147071144858,0.6055526325629037,0.6056358816296561,0.5984420103494474,0.5999657333794451,0.5989203724857121,0.5944230741226353,0.5813108690084902,0.5786974051745697,0.570351670125,0.576148484409258,0.5793631814533523,0.5848956553830915,0.5825062075152185,0.5762730414877946,0.5508992480106861,0.5089552030772262,0.47640519449092045,0.4620603787940244,0.4434355410434362,0.4296598784687573,0.43542036658209504,0.4514524750604038,0.4610343347555607,0.4636777632311255,0.4590196199410224,0.4675043738310974,0.4694427187606101,0.4819435850671391,0.49708428135714555,0.5031901044925023,0.5024193432528711,0.5044993900029198,0.5036651442872678,0.5099523052451916,0.5218138418074849,0.5282526126947041,0.5204532503621034,0.5364426914511183,0.5404479451413403,0.5451430265457856,0.5483948198402552,0.538617327760644,0.5389821679354293,0.542247406944123,0.551938102760855,0.5568240266914061,0.5588664353671958,0.55724899473272,0.5654526469947444,0.5620433912693013,0.5577156511450034,0.5570476794792485,0.5631641848113983,0.5530110114546012,0.5416699712462469,0.5368301953504466,0.54060976857002,0.5533862063421644,0.5569525869217156,0.5616893826959072,0.5633924897082649,0.5645196686072359,0.5641719602340025,0.5498057893815322,0.5263637426828175,0.519730377563088,0.5311436275126777,0.5557779496179471,0.574238577528432,0.5871908861063254,0.6055222698071615,0.6168235567539159,0.623464613756363,0.618462805412249,0.6160058937008452,0.6292986851332988,0.6374389619196298,0.6357379070822544,0.6385841327243018,0.6463669127899732,0.6435358849398644,0.6395520034235337,0.6393534453254783,0.6382760942778701,0.6365109153960302
